@relation Hand-based-all-weka.filters.unsupervised.attribute.Remove-R32-74

@attribute Sigdist numeric
@attribute AVXV numeric
@attribute AYXV numeric
@attribute VEL1Y numeric
@attribute VEL1X numeric
@attribute VEL4X numeric
@attribute VEL4Y numeric
@attribute VEL5 numeric
@attribute VEL6 numeric
@attribute VELCOR numeric
@attribute Initdir numeric
@attribute XSize numeric
@attribute YSize numeric
@attribute TotalTime numeric
@attribute VeLXZero numeric
@attribute VelYZero numeric
@attribute AvPress numeric
@attribute PIXELCENX numeric
@attribute PIXELCENY numeric
@attribute PTD numeric
@attribute HDRATION numeric
@attribute SET numeric
@attribute DCHANGE numeric
@attribute DUR1 numeric
@attribute DUR2 numeric
@attribute DUR3 numeric
@attribute DUR4 numeric
@attribute TIME3 numeric
@attribute TIME4 numeric
@attribute TIME5 numeric
@attribute TIME6 numeric
@attribute ME numeric
@attribute DIF1 numeric
@attribute ER numeric
@attribute DIF2 numeric
@attribute RI numeric
@attribute DIF3 numeric
@attribute CA numeric
@attribute DIF4 numeric
@attribute SE numeric
@attribute DIF5 numeric
@attribute IC numeric
@attribute DIF6 numeric
@attribute NO numeric
@attribute DIF7 numeric
@attribute RR numeric
@attribute DIF8 numeric
@attribute DE numeric
@attribute DIF9 numeric
@attribute EL numeric
@attribute DIF10 numeric
@attribute IR numeric
@attribute TOT numeric
@attribute STD numeric
@attribute class {43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119}

@data
2300.69045,0.190849,-0.008105,0,0,0.98435,0,0.550785,-0.979473,0.049256,0,-0.165011,7.393212,2300.69045,311.18956,12.055,31,28,0.599101,1739.515897,501.742398,118103104.30278,7.393212,12055,111,-11606,-449,-5684,-6338,393,393,222,-46,268,43,225,15,210,-9,219,-38,257,33,224,51,173,-36,209,-659,868,622,246,3121,195.462575,106
2278.974735,0.167596,0.016399,-0.006841,0.038043,0.977596,0,2.620853,-0.359287,0.037402,0.000203,-0.061636,5.97261,2278.974735,381.57102,13.598,32,31,0.616598,1593.46277,499.212459,137684484.132044,5.97261,13598,112,-13218,-380,-6843,-6738,7,7,310,-795,1105,869,236,89,147,-40,187,-101,288,103,185,12,173,-4,177,-32,209,-36,245,3262,272.800427,106
1553.03624,0.119529,0.008341,-0.054123,0.013085,-10.811089,0.227195,0.01271,0.021187,0.027888,0.002282,-0.228118,5.1172,1749.517,341.88948,12.993,28,23,0.640434,1378.134477,430.00422,132209531.029977,5.1172,12993,109,-12993,0,-5640,-7319,7,7,235,94,141,-13,154,-70,224,2,222,-35,257,46,211,56,155,-54,209,-659,868,587,281,2957,203.481605,106
1655.46736,0.048679,0.001579,0.217332,0.045662,-1.25103,-14.23921,0.012495,-0.02249,0.041228,0.001565,0.105598,12.166988,1726.51624,141.9017,34.008,155,103,0.65542,877.107833,1289.350944,1650005441.49651,12.166988,34008,256,-10311,-23697,-17860,-16116,17,0,140,-502,642,448,194,-11,205,42,163,-49,212,-21,233,105,128,-24,152,-88,240,88,152,2461,143.814527,107
1865.98249,0.065033,0.002884,-0.122261,-0.016043,-1.063026,0,-0.04873,0.008861,0.030339,0.002321,0.036665,11.83962,1926.99286,162.758,28.693,105,84,0.629314,912.005738,1294.126054,1359773741.17919,11.83962,28693,217,-8344,-20349,-12975,-15701,0,0,173,18,155,-789,944,696,248,86,162,33,129,-49,178,50,128,-17,145,-59,204,68,136,2602,237.316819,107
1809.26035,0.067354,0.001179,-0.442241,0.262137,-1.22406,-36.607293,-0.00886,-0.00974,0.057046,0.000778,0.142781,10.357176,1868.41898,180.3985,26.862,87,58,0.582153,968.921327,1289.869256,906589413.004592,10.357176,26862,195,-6760,-20102,-12007,-14838,0,0,117,-65,182,31,151,-205,356,184,172,-40,212,2,210,81,129,-23,152,-88,240,115,125,2046,68.841848,107
923.7572,0.032085,0.024807,-0.042765,0.135908,-7.130693,0,0.248562,0.135183,0.052812,0.013401,-0.078558,1.761822,1406.845135,798.5173,28.791,104,87,0.519485,739.573784,1262.478206,414271396.116947,1.761822,28791,183,-3222,-25569,-10720,-18055,0,0,485,262,223,75,148,-554,702,482,220,-195,415,95,320,165,155,-11,166,-418,584,409,175,3593,192.962314,108
1453.72372,0.063802,0.001035,0.24312,0.046346,-1.163441,-174.801485,-0.074256,-0.181005,0.019845,0.001124,-0.014142,11.913964,1456.06269,122.2148,22.785,84,77,0.503438,691.204611,1277.056445,489547807.584678,11.913964,22785,176,-2539,-20246,-11768,-10951,8,0,247,26,221,44,177,-183,360,163,197,-216,413,192,221,66,155,-30,185,-25,210,-154,364,2750,87.375054,108
1605.95729,0.080242,0.001977,0.40671,-0.010467,-1.040712,-22.879503,-0.083538,-0.04525,0.068972,0.002537,-0.117559,13.623873,1609.270945,118.1214,20.014,70,61,0.545295,787.809325,1276.064105,424332521.560439,13.623873,20014,159,-3942,-16072,-9641,-10356,0,0,265,139,126,-357,483,318,165,-31,196,-219,415,203,212,109,103,-63,166,-418,584,116,468,3183,167.152788,108
657.88595,0.03383,0.025032,-0.00775,0.055729,-8.64834,-2.462302,-0.251524,-0.061662,0.018277,0.000464,-0.177405,2.639578,1327.41465,502.88895,19.447,37,36,0.399486,683.980281,1211.890803,176640865.235474,2.639578,19447,121,-2130,-17317,-10979,-8451,7,0,354,-519,873,512,361,-73,434,224,210,-86,296,39,257,95,162,-14,176,-62,238,14,224,3585,199.885695,109
843.8065,0.046107,0.026082,-0.054304,0.023852,-12.146902,0,-0.128233,0.207626,0.01642,0.00145,-0.076282,3.162162,1573.50105,497.6029,18.301,32,32,0.396657,681.213423,1278.132809,183819651.349002,3.162162,18301,122,-1555,-16746,-10719,-7565,0,0,271,73,198,-117,315,-88,403,212,191,-513,704,398,306,144,162,-16,178,-19,197,20,177,3102,159.158412,109
868.21254,0.05741,0.028972,-0.038578,0.158674,-14.836097,0,-0.306272,6.626678,0.027815,0.0034,-0.151435,3.519627,1586.08669,450.6405,15.123,33,28,0.416195,723.609943,1296.635451,168282707.402407,3.519627,15123,127,-2237,-12886,-8181,-6909,0,0,276,81,195,18,177,-188,365,108,257,-39,296,26,270,121,149,-27,176,-62,238,-159,397,2796,78.776669,109
962.71674,0.043491,0.023639,0.155158,0.034925,-5.44157,-1.212243,-0.011466,-0.028665,0.014879,0.007033,-0.090771,3.434969,2274.44022,662.14293,22.136,44,35,0.512726,1060.492385,662.319755,824083624.171473,3.434969,22136,155,-15801,-6335,-7893,-14226,0,7,260,-13,273,46,227,-291,518,296,222,-9,231,21,210,71,139,-23,162,-206,368,238,130,2740,111.403281,110
1137.75614,0.07614,0.032069,0.090113,0.267454,-2.584787,-14.849669,0.443987,-0.476473,0.038854,0.007005,-0.025498,2.690728,1865.300296,693.2326,14.943,19,18,0.622433,833.270484,689.088473,286041696.315393,2.690728,14943,101,-9806,-5137,-4269,-10657,16,16,199,-454,653,462,191,75,116,-93,209,-23,232,-209,441,302,139,-33,172,-46,218,64,154,2724,159.222029,110
2275.9996,0.178538,0.01899,-0.516216,0.273438,-3.373786,-35.90759,0.374848,-0.682223,0.108184,0.007816,-0.115218,6.777678,2409.033445,355.4364,12.748,26,18,0.633283,1174.548346,709.820615,316280010.635812,6.777678,12748,99,-8497,-4251,-6483,-6249,17,17,155,-7,162,-455,617,472,145,-77,222,-9,231,43,188,33,155,-7,162,-206,368,216,152,2557,142.962487,110
32.8877,0.002594,-0.038406,0.006901,-0.212225,-181.575043,21.939981,-0.456363,-0.474467,0.001496,-0.001186,0.042429,1.852735,1127.32783,608.46688,12.677,44,33,0.392125,1070.492509,482.6582,56958251.164604,1.852735,12677,112,-12643,-34,-8005,-4655,8,8,340,47,293,176,117,-1819,1936,1758,178,-113,291,7,284,109,175,-35,210,99,111,-25,136,4071,525.276776,111
-116.9324,-0.014011,-0.065862,-0.047589,-0.018498,141.506027,0,-0.208283,-0.45562,-0.01097,-0.012263,0.201551,1.165403,915.6228,785.67038,8.346,49,45,0.424879,891.038264,390.003149,31477859.711476,1.165403,8346,132,-8346,0,-3658,-4672,0,16,208,-64,272,131,141,-27,168,-18,186,0,186,18,168,-7,175,-23,198,-4,202,30,172,2076,33.44874,111
60.0642,0.005224,-0.033693,0,0,-123.666257,15.96476,-0.564659,-0.538269,0,0,-0.010501,1.526542,948.68246,621.45862,11.497,41,41,0.392385,1032.791496,479.95711,36964576.237852,1.526542,11497,121,-11497,0,-6266,-5193,8,8,188,9,179,-31,210,19,191,-40,231,-60,291,105,186,8,178,-32,210,99,111,-47,158,2133,44.793871,111
1023.9902,0.07694,-0.037392,0.125084,-0.092139,-4.151732,0,0.146195,-0.58187,0.008143,-0.005591,-0.438835,1.877019,1528.5736,814.3625,13.309,35,28,0.38435,1191.165782,698.515283,150096343.725008,1.877019,13309,129,-11228,-2081,-8065,-5227,8,8,185,64,121,-3,124,12,112,24,88,-76,164,-95,259,69,190,102,88,0,88,-22,110,1529,54.464667,112
1315.6145,0.112417,-0.019868,0.02486,0,-14.256832,40.921123,-1.603668,2.943435,0.038472,-0.002672,-0.559185,2.243933,1809.2604,806.2898,11.703,29,27,0.444122,1149.633304,808.366609,169762269.986766,2.243933,11703,127,-8425,-3278,-5581,-5889,0,16,108,-24,132,-113,245,110,135,46,89,-37,126,27,99,-91,190,98,92,-291,383,287,96,1695,89.566126,112
1568.4106,0.141158,-0.049545,0.059407,-0.162691,-6.632211,0,0.687329,-0.383435,0.036135,-0.004985,-0.663968,1.8974,1878.84716,990.222,11.111,33,31,0.499857,1252.869132,597.416022,174478087.606528,1.8974,11111,134,-10343,-768,-5824,-5271,0,8,134,55,79,-374,453,272,181,51,130,-34,164,19,145,3,142,54,88,0,88,-486,574,2178,161.515324,112
1589.77884,0.095505,0.004274,0.28349,0,-1.380066,-76.627887,-0.131859,0.120394,0,0.001966,-0.082606,4.873961,1654.00551,339.35553,16.646,49,44,0.582915,883.305518,664.764849,288977241.464159,4.873961,16646,167,-10005,-6641,-8417,-8213,8,8,134,20,114,-6,120,-88,208,5,203,71,132,-535,667,514,153,29,124,-10,134,33,101,2090,161.857962,113
1517.36561,0.101591,0.004157,-0.027239,-0.213233,-0.359562,-152.99349,-0.036548,-0.075533,0.061349,0.00123,0.046902,4.371892,1559.46862,356.70338,14.936,46,44,0.576258,859.436098,700.959507,218942713.205593,4.371892,14936,169,-9432,-5504,-7427,-7492,7,7,144,-10,154,54,100,-86,186,45,141,54,87,-69,156,3,153,51,102,-16,118,-9,127,1468,29.645788,113
1533.15422,0.101359,0.002751,0.094341,-0.30859,-0.336361,-144.071912,-0.034111,0.107205,0.065033,0.001009,0.034008,5.449605,1579.54547,289.84589,15.126,48,45,0.559836,854.904599,708.536976,229532777.463642,5.449605,15126,167,-9205,-5921,-7604,-7505,7,7,78,-73,151,-152,303,205,98,-108,206,74,132,-13,145,8,137,13,124,-10,134,28,106,1614,61.402102,113
1564.14667,0.041892,-0.001493,0.25532,-0.106682,-0.534352,0,0.05316,-0.044301,0.040703,-0.001304,-0.289499,6.714633,1584.32104,235.9505,37.338,160,103,0.502962,972.189946,618.107094,1317619309.53887,6.714633,37338,261,-27450,-9888,-16354,-20968,0,17,223,-71,294,128,166,-149,315,105,210,79,131,-54,185,-6,191,-30,221,57,164,29,135,2235,58.960696,114
1612.09734,0.048918,-0.00236,0,-0.004202,-0.357518,0,-0.017493,0.02749,0.034808,0,0.004613,2.248113,1629.93265,725.0227,32.955,137,92,0.629329,931.711175,609.555133,1265121667.6488,2.248113,32955,230,-22806,-10149,-17952,-14986,8,0,110,-79,189,51,138,-123,261,61,200,42,158,-8,166,-25,191,-80,271,87,184,57,127,1995,50.589075,114
1557.32444,0.052335,-0.002342,0,0,-2.854794,64.393922,-0.14944,-0.14294,0,0,-0.095003,2.259042,1588.38149,703.1217,29.757,100,60,0.658381,963.394279,642.17079,1072623099.50716,2.259042,29757,215,-22045,-7712,-14974,-14767,7,7,132,-81,213,48,165,-117,282,92,190,59,131,-89,220,45,175,-46,221,57,164,46,118,2011,48.827898,114
1967.04913,0.135883,0.007897,0.059194,0.089227,0.179223,-46.635662,0.024365,0.09015,0.015673,0.002039,-0.358907,5.24783,1967.04913,374.83094,14.476,26,14,0.726397,1198.860333,569.503873,304556084.887093,5.24783,14476,114,-11773,-2703,-6539,-7920,7,7,1069,686,383,159,224,-200,424,235,189,-49,238,-118,356,195,161,-13,174,-203,377,175,202,3797,258.259102,115
1869.8808,0.141112,0.003854,-0.000988,0,0.41836,-146.941575,0.059067,0.20378,0.026102,0.001208,-0.184006,4.739661,1869.8808,394.51786,13.251,26,22,0.721492,1197.842238,644.530935,264292509.057301,4.739661,13251,116,-11386,-1865,-7501,-5217,8,8,236,-20,256,-142,398,117,281,103,178,-43,221,-24,245,84,161,-42,203,-195,398,169,229,2806,78.317884,115
1971.92218,0.147909,0.000782,-0.002189,0,0.785758,-1143.275407,0.274109,0.621309,0,0.000281,-0.372376,5.77925,1971.92218,341.2073,13.332,33,18,0.735153,1437.763528,766.499362,306095951.604709,5.77925,13332,124,-11933,-1399,-6353,-6963,7,7,140,-60,200,-237,437,108,329,129,200,-38,238,-53,291,69,222,48,174,-203,377,-119,496,3104,114.868462,115
1707.31646,0.077931,-0.001771,-0.029412,0.146404,-1.932131,271.728133,-0.150621,-0.017718,0.0711,-0.000433,0.116979,6.945056,1821.44293,262.2647,21.908,74,40,0.643279,908.34217,709.841224,594307620.700796,6.945056,21908,195,-13256,-8652,-10623,-11268,17,17,371,135,236,-81,317,155,162,-45,207,-11,218,40,178,11,167,66,101,-413,514,321,193,2664,116.828779,116
1610.830345,0.0949,-0.003072,0.158015,0.200582,-0.972531,134.381435,-0.092331,0.159011,0.08517,-0.001237,0.268608,10.915304,1719.109136,157.4953,16.974,47,35,0.659464,876.642271,738.279798,366647324.763536,10.915304,16974,153,-9424,-7550,-7557,-9400,17,17,143,8,135,-48,183,-205,388,256,132,-21,153,-949,1102,935,167,70,97,-166,263,26,237,3000,286.774856,116
1757.313766,0.096455,-0.002867,0.042365,0.007978,-0.101001,0,-0.009746,0.263143,0.063196,-0.001978,0.161961,9.157581,1835.867024,200.4751,18.219,46,31,0.659093,1013.571801,740.559628,430926109.81246,9.157581,18219,162,-11232,-6987,-7966,-10219,0,8,201,41,160,-40,200,32,168,-8,176,-42,218,-14,232,88,144,43,101,-413,514,246,268,2382,108.487201,116
716.479,0.049835,-0.014633,0,0,-6.664742,0,0.255753,-0.30451,0,0,-0.031484,3.920192,1419.82155,362.18166,14.377,57,39,0.630299,1044.850561,556.775099,180424367.29771,3.920192,14377,143,-12273,-2104,-8391,-5970,0,8,119,-6,125,4,121,-68,189,-507,696,626,70,-91,161,2,159,-40,199,-51,250,162,88,2177,173.107744,117
765.1842,0.067733,-0.013013,-0.003406,0.127093,-27.372226,0,-1.991051,23.142857,0.056565,-0.000563,0.018263,4.080591,1390.56915,340.77644,11.297,57,40,0.610946,1071.220991,630.544055,130303183.375626,4.080591,11297,149,-8521,-2776,-5529,-5751,0,7,102,-41,143,67,76,-40,116,-13,129,-216,345,127,218,59,159,59,100,-157,257,142,115,1760,81.381816,117
774.89503,0.064478,-0.0125,0.001811,0.001423,-7.877196,0,-0.606874,0.238464,0.000942,-0.000172,0.98971,2.339843,1359.18678,580.888,12.018,53,58,0.556928,1000.20379,624.285037,145446832.034266,2.339843,12018,161,-9134,-2884,-6231,-5770,29,0,155,-53,208,-5,213,29,184,-74,258,188,70,-86,156,-57,213,14,199,-51,250,88,162,2068,52.195785,117
770.0742,0.03347,-0.033072,-0.142245,0.166669,-9.415736,0,-0.325611,-0.552787,0.011451,-0.017465,-0.471011,1.874996,1525.94214,813.8375,23.008,40,34,0.569524,1137.018174,510.199779,175294713.84249,1.874996,23008,120,-23008,0,-9668,-13323,7,7,463,-48,511,266,245,35,210,23,187,45,142,-135,277,-273,550,465,85,-54,139,-25,164,2973,162.449433,118
1723.20253,0.162582,-0.001811,0.129817,-0.13983,-0.058215,184.939645,0.04678,0.10136,0.037941,-0.000933,-0.566493,10.603909,1726.906,162.8556,10.599,26,24,0.619862,1418.408537,502.90181,149561250.073973,10.603909,10599,112,-10599,0,-4870,-5712,7,7,149,60,89,-69,158,-218,376,285,91,-35,126,-4,130,-420,550,434,116,-82,198,108,90,2073,144.952657,118
1609.0761,0.170273,-0.001104,0.16891,-0.076217,-0.155329,578.482233,0.406899,-0.536029,0.042647,-0.000638,-0.556458,9.517276,1617.6526,169.97013,9.45,30,28,0.625602,1459.249412,524.969779,113302771.320285,9.517276,9450,109,-9450,0,-4459,-4974,7,7,126,-9,135,-31,166,-22,188,108,80,-62,142,-49,191,53,138,53,85,-54,139,27,112,1502,36.178346,118
770.0742,0.03347,0.03347,-0.142245,0.166669,-0.325611,-0.552787,0.011451,-0.017465,-0.471011,1.874996,1525.94214,813.8375,23.008,40,34,0.569524,1137.018174,510.199779,175294713.84249,1.874996,23008,120,-23008,0,-9668,-13323,7,7,7312,0,187,-449,636,182,454,176,278,135,143,-425,568,389,179,-266,445,286,159,-196,355,146,209,3613,174.43759,119
1723.20253,0.162582,0.162582,0.129817,-0.13983,0.04678,0.10136,0.037941,-0.000933,-0.566493,10.603909,1726.906,162.8556,10.599,26,24,0.619862,1418.408537,502.90181,149561250.073973,10.603909,10599,112,-10599,0,-4870,-5712,7,7,17,0,161,-49,210,58,152,2,150,-17,167,-191,358,195,163,-282,445,286,159,-719,878,753,125,2968,225.220256,119
1609.0761,0.170273,0.170273,0.16891,-0.076217,0.406899,-0.536029,0.042647,-0.000638,-0.556458,9.517276,1617.6526,169.97013,9.45,30,28,0.625602,1459.249412,524.969779,113302771.320285,9.517276,9450,109,-9450,0,-4459,-4974,7,7,17,0,86,-65,151,8,143,26,117,-193,310,-258,568,390,178,29,149,-10,159,-196,355,171,184,2400,140.879252,119
